id,gender,age,province,product,Q1,Q2,Q3,Q4,Q5
231,Female,35-54,ON,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,5
232,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,5
233,Female,25-34,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,3
234,Male,35-54,QC,Bag of Glass,Very dissatisfied,Very satisfied,Agree,Very helpful,5
235,Female,25-34,BC,Bag of Glass,Very satisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,3
236,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,7
237,Female,65+,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,6
238,Male,35-54,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,4
239,Male,25-34,QC,Bag of Glass,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Somewhat helpful,8
240,Female,55-64,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Agree,Very helpful,3
241,Male,35-54,AB,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Disagree,Somewhat helpful,2
242,Male,35-54,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Not so helpful,10
243,Male,35-54,AB,Bag of Glass,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Extremely helpful,10
244,Female,35-54,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly agree,Extremely helpful,10
245,Male,18-24,ON,Happy Fun Ball,Very satisfied,Very satisfied,Agree,Not at all helpful,0
246,Female,25-34,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,6
247,Male,18-24,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Agree,Not at all helpful,0
248,Female,65+,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,4
249,Female,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,1
250,Female,25-34,AB,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,4
251,Male,25-34,QC,Happy Fun Ball,Somewhat satisfied,Somewhat dissatisfied,Disagree,Very helpful,1
252,Male,25-34,QC,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,5
253,Male,25-34,QC,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,4
254,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Agree,Somewhat helpful,8
255,Male,55-64,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Neither agree nor disagree,Very helpful,9
256,Male,18-24,AB,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat satisfied,Disagree,Somewhat helpful,10
257,Female,18-24,QC,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,7
258,Male,65+,AB,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Very helpful,7
259,Female,55-64,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,8
260,Female,35-54,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly disagree,Somewhat helpful,1
261,Male,18-24,QC,Happy Fun Ball,Very satisfied,Very dissatisfied,Disagree,Somewhat helpful,1
262,Male,65+,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Neither agree nor disagree,Somewhat helpful,7
263,Male,35-54,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly disagree,Not so helpful,4
264,Female,18-24,ON,Little Chocolate Donuts,Very satisfied,Very satisfied,Strongly agree,Extremely helpful,2
265,Female,25-34,ON,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Disagree,Extremely helpful,1
266,Male,25-34,BC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,0
267,Female,35-54,ON,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,5
268,Male,35-54,AB,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,3
269,Female,18-24,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,9
270,Male,35-54,QC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,2
271,Female,35-54,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,2
272,Female,18-24,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Agree,Very helpful,10
273,Male,18-24,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Extremely helpful,9
274,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,7
275,Male,65+,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,5
276,Female,25-34,BC,Bag of Glass,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,4
277,Male,18-24,ON,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Strongly disagree,Not so helpful,2
278,Female,65+,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Not at all helpful,4
279,Male,35-54,BC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,7
280,Female,65+,ON,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,5
281,Female,65+,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Somewhat helpful,6
282,Female,18-24,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Disagree,Not at all helpful,10
283,Male,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,2
284,Female,65+,BC,Happy Fun Ball,Somewhat satisfied,Very satisfied,Disagree,Somewhat helpful,6
285,Female,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Extremely helpful,3
286,Male,65+,BC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,0
287,Female,25-34,AB,Bass-O-Matic,Very dissatisfied,Very satisfied,Agree,Somewhat helpful,4
288,Female,65+,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,10
289,Male,25-34,QC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Agree,Not at all helpful,0
290,Female,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,3
291,Female,25-34,AB,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly agree,Extremely helpful,1
292,Male,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Agree,Very helpful,7
293,Male,65+,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,0
294,Male,18-24,QC,Bag of Glass,Very satisfied,Very satisfied,Agree,Extremely helpful,6
295,Female,35-54,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,5
296,Male,35-54,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,3
297,Male,35-54,BC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,1
298,Female,25-34,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,10
299,Female,25-34,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,2
300,Male,18-24,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Very helpful,1
301,Male,55-64,BC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,4
302,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,2
303,Female,25-34,QC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,2
304,Male,18-24,ON,Happy Fun Ball,Very satisfied,Very satisfied,Strongly disagree,Somewhat helpful,4
305,Female,35-54,QC,Bag of Glass,Somewhat dissatisfied,Somewhat satisfied,Agree,Somewhat helpful,9
306,Male,35-54,AB,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,9
307,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,2
308,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,0
309,Female,35-54,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Not at all helpful,7
310,Male,18-24,QC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Strongly disagree,Not at all helpful,4
311,Female,25-34,BC,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Agree,Not at all helpful,5
312,Male,55-64,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,0
313,Male,25-34,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,5
314,Female,18-24,ON,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Disagree,Not at all helpful,7
315,Female,18-24,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Extremely helpful,2
316,Female,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Neither agree nor disagree,Not so helpful,2
317,Female,55-64,ON,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Very helpful,1
318,Female,25-34,BC,Bag of Glass,Very dissatisfied,Very satisfied,Strongly disagree,Somewhat helpful,4
319,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,7
320,Female,25-34,BC,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Extremely helpful,3
321,Female,25-34,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,0
322,Male,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Agree,Not so helpful,7
323,Female,35-54,AB,Little Chocolate Donuts,Very dissatisfied,Somewhat dissatisfied,Disagree,Very helpful,5
324,Male,65+,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Disagree,Somewhat helpful,5
325,Female,65+,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Not at all helpful,6
326,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,3
327,Female,35-54,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,4
328,Female,65+,ON,Bag of Glass,Very satisfied,Somewhat satisfied,Disagree,Very helpful,6
329,Female,65+,QC,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,1
330,Female,35-54,ON,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,1
331,Female,35-54,AB,Bag of Glass,Very dissatisfied,Very dissatisfied,Strongly disagree,Extremely helpful,8
332,Female,65+,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,2
333,Male,35-54,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Agree,Very helpful,9
334,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Agree,Not at all helpful,0
335,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,8
336,Female,25-34,ON,Bass-O-Matic,Very satisfied,Very satisfied,Disagree,Extremely helpful,0
337,Male,25-34,AB,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Disagree,Not so helpful,6
338,Female,65+,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,9
339,Female,35-54,ON,Bag of Glass,Very dissatisfied,Very dissatisfied,Agree,Extremely helpful,7
340,Female,35-54,BC,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,9
341,Male,55-64,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,10
342,Male,18-24,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,0
343,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Extremely helpful,7
344,Female,35-54,QC,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Agree,Not at all helpful,7
345,Female,18-24,QC,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,9
346,Male,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,10
347,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Disagree,Extremely helpful,1
348,Female,65+,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,1
349,Female,25-34,AB,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,1
350,Female,25-34,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Very helpful,2
351,Male,65+,BC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Agree,Very helpful,5
352,Male,65+,ON,Little Chocolate Donuts,Somewhat satisfied,Very satisfied,Strongly disagree,Very helpful,8
353,Female,55-64,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly agree,Very helpful,1
354,Male,35-54,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Very helpful,0
355,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Disagree,Somewhat helpful,5
356,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Disagree,Extremely helpful,2
357,Male,25-34,ON,Bass-O-Matic,Very satisfied,Very satisfied,Disagree,Not so helpful,2
358,Female,35-54,BC,Bag of Glass,Very satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,4
359,Female,55-64,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,4
360,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly disagree,Somewhat helpful,2
361,Female,65+,BC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,1
362,Male,55-64,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Disagree,Somewhat helpful,1
363,Female,25-34,QC,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Very helpful,9
364,Male,18-24,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Not at all helpful,1
365,Female,35-54,ON,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Not at all helpful,2
366,Male,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,1
367,Male,65+,QC,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,2
368,Male,35-54,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,7
369,Female,55-64,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Agree,Not so helpful,3
370,Male,18-24,BC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,5
371,Female,25-34,QC,Little Chocolate Donuts,Somewhat satisfied,Very satisfied,Agree,Very helpful,7
372,Female,65+,ON,Bag of Glass,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,1
373,Female,25-34,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,3
374,Male,65+,AB,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,9
375,Male,25-34,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,8
376,Male,35-54,ON,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Agree,Extremely helpful,10
377,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not at all helpful,7
378,Female,25-34,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,5
379,Female,35-54,BC,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,0
380,Female,25-34,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Strongly agree,Extremely helpful,6
381,Male,35-54,ON,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Not at all helpful,9
382,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,8
383,Male,25-34,AB,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Very helpful,2
384,Male,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Not at all helpful,10
385,Female,55-64,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Disagree,Not so helpful,1
386,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,4
387,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,6
388,Female,55-64,ON,Happy Fun Ball,Very dissatisfied,Very dissatisfied,Disagree,Not so helpful,9
389,Female,65+,AB,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Extremely helpful,5
390,Female,55-64,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Very helpful,10
391,Male,65+,AB,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Agree,Somewhat helpful,4
392,Male,55-64,BC,Little Chocolate Donuts,Very satisfied,Very satisfied,Disagree,Not at all helpful,7
393,Female,18-24,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Disagree,Somewhat helpful,10
394,Female,65+,QC,Bag of Glass,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,0
395,Female,18-24,QC,Bass-O-Matic,Very satisfied,Very dissatisfied,Agree,Very helpful,2
396,Male,25-34,ON,Happy Fun Ball,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Extremely helpful,9
397,Male,35-54,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,6
398,Male,65+,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not at all helpful,10
399,Female,25-34,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,1
400,Male,35-54,ON,Happy Fun Ball,Very satisfied,Very satisfied,Neither agree nor disagree,Very helpful,0
401,Male,35-54,BC,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,9
402,Female,25-34,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,9
403,Female,25-34,AB,Bass-O-Matic,Very dissatisfied,Very satisfied,Disagree,Very helpful,9
404,Male,55-64,AB,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,0
